params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.36], train_time : 6.86
params : {'max_depth': 6, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 2.64
params : {'max_depth': 5, 'subsample': 0.5, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.37, 0.35], train_time : 1.56
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.38, 0.35], train_time : 0.61
params : {'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 1.0, 'n_estimators': 100, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 2.08
params : {'max_depth': 6, 'subsample': 0.5, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 0.75
params : {'max_depth': 12, 'subsample': 1.0, 'colsample_bytree': 0.5, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.4, 0.39], train_time : 5.01
params : {'max_depth': 10, 'subsample': 0.3, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.35, 0.36], train_time : 5.88
params : {'max_depth': 5, 'subsample': 1.0, 'colsample_bytree': 1.0, 'n_estimators': 500, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 4.70
params : {'max_depth': 6, 'subsample': 1.0, 'colsample_bytree': 0.8, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 2.26
params : {'max_depth': 12, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.34, 0.35], train_time : 25.57
params : {'max_depth': 3, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 500, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 3.61
params : {'max_depth': 3, 'subsample': 1.0, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.71 , best_threshold : [0.41, 0.41], train_time : 0.67
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.5, 'n_estimators': 300, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 2.26
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 0.91
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 50, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.36], train_time : 0.57
params : {'max_depth': 10, 'subsample': 0.8, 'colsample_bytree': 0.3, 'n_estimators': 10, 'datatype': 'label_encoding'} , cv_mean(best_f1) 0.72 , best_threshold : [0.41, 0.42], train_time : 1.26
params : {'max_depth': 5, 'subsample': 0.3, 'colsample_bytree': 0.8, 'n_estimators': 50, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.37], train_time : 1.05
params : {'max_depth': 5, 'subsample': 0.8, 'colsample_bytree': 0.5, 'n_estimators': 100, 'datatype': 'one_hot_encoding'} , cv_mean(best_f1) 0.73 , best_threshold : [0.36, 0.35], train_time : 1.55
